change_abs	change	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic	era	allele_freq	allele_freq_bin_3	allele_freq_bin_5
0.070852	0.070852	NODE_1917_length_30279_cov_46.369848:8044	NODE_1917_length_30279_cov_46.369848	8044	8070	69346	77390	1.18633109295654e-31	30.9257940868767	1.84765716281931e-32	140.725248930267	Modern	0.070852	< 0.25	< 0.25
0	0	NODE_1917_length_30279_cov_46.369848:8045	NODE_1917_length_30279_cov_46.369848	8045	8070	69346	77391	0.999165688808028	0.000362487981788934	0.986621964725155	0.000281154637313087	Historical	0	< 0.25	= 0.00
0	0	NODE_1917_length_30279_cov_46.369848:8045	NODE_1917_length_30279_cov_46.369848	8045	8070	69346	77391	0.999165688808028	0.000362487981788934	0.986621964725155	0.000281154637313087	Modern	0	< 0.25	= 0.00
0.058847	0.058847	NODE_1917_length_30279_cov_46.369848:8046	NODE_1917_length_30279_cov_46.369848	8046	8070	69346	77392	3.91961229684232e-26	25.4067568885074	7.42604608945909e-27	115.115081018841	Historical	0	< 0.25	= 0.00
0.058847	0.058847	NODE_1917_length_30279_cov_46.369848:8046	NODE_1917_length_30279_cov_46.369848	8046	8070	69346	77392	3.91961229684232e-26	25.4067568885074	7.42604608945909e-27	115.115081018841	Modern	0.058847	< 0.25	< 0.25
0	0	NODE_1917_length_30279_cov_46.369848:8070	NODE_1917_length_30279_cov_46.369848	8070	8070	69346	77416	0.999165688808028	0.000362487981788934	0.989664095501814	0.000167819006916782	Historical	0	< 0.25	= 0.00
0	0	NODE_1917_length_30279_cov_46.369848:8070	NODE_1917_length_30279_cov_46.369848	8070	8070	69346	77416	0.999165688808028	0.000362487981788934	0.989664095501814	0.000167819006916782	Modern	0	< 0.25	= 0.00
0.102435	0.102435	NODE_1937_length_30181_cov_13.450435:9566	NODE_1937_length_30181_cov_13.450435	9566	9716	104019	113585	1.57438090302453e-15	14.8028901867998	4.31347474380414e-16	66.0874779840574	Historical	0	< 0.25	= 0.00
0.102435	0.102435	NODE_1937_length_30181_cov_13.450435:9566	NODE_1937_length_30181_cov_13.450435	9566	9716	104019	113585	1.57438090302453e-15	14.8028901867998	4.31347474380414e-16	66.0874779840574	Modern	0.102435	< 0.25	< 0.25
0.03177	0.03177	NODE_1937_length_30181_cov_13.450435:9614	NODE_1937_length_30181_cov_13.450435	9614	9716	104019	113633	1.10430005525134e-07	6.95691290610465	4.98665409565066e-08	29.7219667831809	Historical	0	< 0.25	= 0.00
0.03177	0.03177	NODE_1937_length_30181_cov_13.450435:9614	NODE_1937_length_30181_cov_13.450435	9614	9716	104019	113633	1.10430005525134e-07	6.95691290610465	4.98665409565066e-08	29.7219667831809	Modern	0.03177	< 0.25	< 0.25
0.037361	0.037361	NODE_1937_length_30181_cov_13.450435:9624	NODE_1937_length_30181_cov_13.450435	9624	9716	104019	113643	8.35837176873062e-10	9.07787831594933	3.19094534760656e-10	39.5541076495638	Historical	0	< 0.25	= 0.00
0.037361	0.037361	NODE_1937_length_30181_cov_13.450435:9624	NODE_1937_length_30181_cov_13.450435	9624	9716	104019	113643	8.35837176873062e-10	9.07787831594933	3.19094534760656e-10	39.5541076495638	Modern	0.037361	< 0.25	< 0.25
0.043057	0.043057	NODE_1937_length_30181_cov_13.450435:9626	NODE_1937_length_30181_cov_13.450435	9626	9716	104019	113645	2.00679671937256e-11	10.6974966176102	6.93707507931256e-12	47.0451318180836	Historical	0	< 0.25	= 0.00
0.043057	0.043057	NODE_1937_length_30181_cov_13.450435:9626	NODE_1937_length_30181_cov_13.450435	9626	9716	104019	113645	2.00679671937256e-11	10.6974966176102	6.93707507931256e-12	47.0451318180836	Modern	0.043057	< 0.25	< 0.25
0.013704	0.013704	NODE_1937_length_30181_cov_13.450435:9627	NODE_1937_length_30181_cov_13.450435	9627	9716	104019	113646	0.00320686911746302	2.49391876465014	0.00218054918148483	9.39098583633604	Historical	0	< 0.25	= 0.00
0.013704	0.013704	NODE_1937_length_30181_cov_13.450435:9627	NODE_1937_length_30181_cov_13.450435	9627	9716	104019	113646	0.00320686911746302	2.49391876465014	0.00218054918148483	9.39098583633604	Modern	0.013704	< 0.25	< 0.25
0.038583	0.038583	NODE_1937_length_30181_cov_13.450435:9683	NODE_1937_length_30181_cov_13.450435	9683	9716	104019	113702	8.18786596707548e-11	10.0868292752225	2.93145818574307e-11	44.222147391951	Historical	0	< 0.25	= 0.00
0.038583	0.038583	NODE_1937_length_30181_cov_13.450435:9683	NODE_1937_length_30181_cov_13.450435	9683	9716	104019	113702	8.18786596707548e-11	10.0868292752225	2.93145818574307e-11	44.222147391951	Modern	0.038583	< 0.25	< 0.25
0.0138	0.0138	NODE_1937_length_30181_cov_13.450435:9706	NODE_1937_length_30181_cov_13.450435	9706	9716	104019	113725	0.00344743114444466	2.46250439923083	0.00235721787654336	9.2482405961523	Historical	0	< 0.25	= 0.00
0.0138	0.0138	NODE_1937_length_30181_cov_13.450435:9706	NODE_1937_length_30181_cov_13.450435	9706	9716	104019	113725	0.00344743114444466	2.46250439923083	0.00235721787654336	9.2482405961523	Modern	0.0138	< 0.25	< 0.25
0.018378	0.018378	NODE_1937_length_30181_cov_13.450435:9716	NODE_1937_length_30181_cov_13.450435	9716	9716	104019	113735	0.000415110527839718	3.38183625210759	0.000256635283593216	13.3630158275439	Historical	0	< 0.25	= 0.00
0.018378	0.018378	NODE_1937_length_30181_cov_13.450435:9716	NODE_1937_length_30181_cov_13.450435	9716	9716	104019	113735	0.000415110527839718	3.38183625210759	0.000256635283593216	13.3630158275439	Modern	0.018378	< 0.25	< 0.25
0.015051	0.015051	NODE_1944_length_30132_cov_38.051876:20077	NODE_1944_length_30132_cov_38.051876	20077	20362	138692	158769	0.0270072206338754	1.56852010761113	0.0216981088853358	5.26983181861598	Historical	0	< 0.25	= 0.00
0.015051	0.015051	NODE_1944_length_30132_cov_38.051876:20077	NODE_1944_length_30132_cov_38.051876	20077	20362	138692	158769	0.0270072206338754	1.56852010761113	0.0216981088853358	5.26983181861598	Modern	0.015051	< 0.25	< 0.25
0.062618	0.062618	NODE_1944_length_30132_cov_38.051876:20097	NODE_1944_length_30132_cov_38.051876	20097	20362	138692	158789	1.92001445598255e-14	13.7166955014372	5.67069796591239e-15	61.0127287721017	Historical	0	< 0.25	= 0.00
0.062618	0.062618	NODE_1944_length_30132_cov_38.051876:20097	NODE_1944_length_30132_cov_38.051876	20097	20362	138692	158789	1.92001445598255e-14	13.7166955014372	5.67069796591239e-15	61.0127287721017	Modern	0.062618	< 0.25	< 0.25
0.113135	0.113135	NODE_1944_length_30132_cov_38.051876:20107	NODE_1944_length_30132_cov_38.051876	20107	20362	138692	158799	9.83173877671499e-33	32.007369668907	1.48814113300704e-33	145.728734670091	Historical	0	< 0.25	= 0.00
0.113135	0.113135	NODE_1944_length_30132_cov_38.051876:20107	NODE_1944_length_30132_cov_38.051876	20107	20362	138692	158799	9.83173877671499e-33	32.007369668907	1.48814113300704e-33	145.728734670091	Modern	0.113135	< 0.25	< 0.25
0.014348	0.014348	NODE_1944_length_30132_cov_38.051876:20131	NODE_1944_length_30132_cov_38.051876	20131	20362	138692	158823	0.00710893712902986	2.14819532662647	0.005157861316789	7.8232412414145	Historical	0	< 0.25	= 0.00
0.014348	0.014348	NODE_1944_length_30132_cov_38.051876:20131	NODE_1944_length_30132_cov_38.051876	20131	20362	138692	158823	0.00710893712902986	2.14819532662647	0.005157861316789	7.8232412414145	Modern	0.014348	< 0.25	< 0.25
0.014228	0.014228	NODE_1944_length_30132_cov_38.051876:20135	NODE_1944_length_30132_cov_38.051876	20135	20362	138692	158827	0.00805870631497677	2.0937346710189	0.00590436079962448	7.57926201769008	Historical	0	< 0.25	= 0.00
0.014228	0.014228	NODE_1944_length_30132_cov_38.051876:20135	NODE_1944_length_30132_cov_38.051876	20135	20362	138692	158827	0.00805870631497677	2.0937346710189	0.00590436079962448	7.57926201769008	Modern	0.014228	< 0.25	< 0.25
0.014273	0.014273	NODE_1944_length_30132_cov_38.051876:20147	NODE_1944_length_30132_cov_38.051876	20147	20362	138692	158839	0.00837071463669784	2.07723746321036	0.00615680767912866	7.5038255123609	Historical	0	< 0.25	= 0.00
0.014273	0.014273	NODE_1944_length_30132_cov_38.051876:20147	NODE_1944_length_30132_cov_38.051876	20147	20362	138692	158839	0.00837071463669784	2.07723746321036	0.00615680767912866	7.5038255123609	Modern	0.014273	< 0.25	< 0.25
0.021176	0.021176	NODE_1944_length_30132_cov_38.051876:20178	NODE_1944_length_30132_cov_38.051876	20178	20362	138692	158870	0.00134994713760943	2.86968323764871	0.000874324736799272	11.0764192592592	Historical	0	< 0.25	= 0.00
0.021176	0.021176	NODE_1944_length_30132_cov_38.051876:20178	NODE_1944_length_30132_cov_38.051876	20178	20362	138692	158870	0.00134994713760943	2.86968323764871	0.000874324736799272	11.0764192592592	Modern	0.021176	< 0.25	< 0.25
0.015415	0.015415	NODE_1944_length_30132_cov_38.051876:20181	NODE_1944_length_30132_cov_38.051876	20181	20362	138692	158873	0.0153569227689421	1.81369579982247	0.0118713534035317	6.3299818244948	Historical	0	< 0.25	= 0.00
0.015415	0.015415	NODE_1944_length_30132_cov_38.051876:20181	NODE_1944_length_30132_cov_38.051876	20181	20362	138692	158873	0.0153569227689421	1.81369579982247	0.0118713534035317	6.3299818244948	Modern	0.015415	< 0.25	< 0.25
0.029495	0.029495	NODE_1944_length_30132_cov_38.051876:20216	NODE_1944_length_30132_cov_38.051876	20216	20362	138692	158908	0.000158806228788514	3.79913246742889	9.41828014040141e-05	15.2498787619701	Historical	0	< 0.25	= 0.00
0.029495	0.029495	NODE_1944_length_30132_cov_38.051876:20216	NODE_1944_length_30132_cov_38.051876	20216	20362	138692	158908	0.000158806228788514	3.79913246742889	9.41828014040141e-05	15.2498787619701	Modern	0.029495	< 0.25	< 0.25
0.051246	0.051246	NODE_1944_length_30132_cov_38.051876:20217	NODE_1944_length_30132_cov_38.051876	20217	20362	138692	158909	3.65324125365412e-09	8.43732164679409	1.46927604076213e-09	36.5746834308983	Historical	0	< 0.25	= 0.00
0.051246	0.051246	NODE_1944_length_30132_cov_38.051876:20217	NODE_1944_length_30132_cov_38.051876	20217	20362	138692	158909	3.65324125365412e-09	8.43732164679409	1.46927604076213e-09	36.5746834308983	Modern	0.051246	< 0.25	< 0.25
1e-06	1e-06	NODE_1944_length_30132_cov_38.051876:20219	NODE_1944_length_30132_cov_38.051876	20219	20362	138692	158911	0.999165688808028	0.000362487981788934	0.973196015195183	0.00112896902320138	Historical	0	< 0.25	= 0.00
1e-06	1e-06	NODE_1944_length_30132_cov_38.051876:20219	NODE_1944_length_30132_cov_38.051876	20219	20362	138692	158911	0.999165688808028	0.000362487981788934	0.973196015195183	0.00112896902320138	Modern	1e-06	< 0.25	< 0.25
0.014964	0.014964	NODE_1944_length_30132_cov_38.051876:20248	NODE_1944_length_30132_cov_38.051876	20248	20362	138692	158940	0.0425300985031413	1.37130361142373	0.0347753227076968	4.45617311477654	Historical	0	< 0.25	= 0.00
0.014964	0.014964	NODE_1944_length_30132_cov_38.051876:20248	NODE_1944_length_30132_cov_38.051876	20248	20362	138692	158940	0.0425300985031413	1.37130361142373	0.0347753227076968	4.45617311477654	Modern	0.014964	< 0.25	< 0.25
0	0	NODE_1944_length_30132_cov_38.051876:20257	NODE_1944_length_30132_cov_38.051876	20257	20362	138692	158949	0.999165688808028	0.000362487981788934	0.971952351672841	0.00123620850917539	Historical	0	< 0.25	= 0.00
0	0	NODE_1944_length_30132_cov_38.051876:20257	NODE_1944_length_30132_cov_38.051876	20257	20362	138692	158949	0.999165688808028	0.000362487981788934	0.971952351672841	0.00123620850917539	Modern	0	< 0.25	= 0.00
0.029765	0.029765	NODE_1944_length_30132_cov_38.051876:20260	NODE_1944_length_30132_cov_38.051876	20260	20362	138692	158952	0.000320358365894849	3.49436393028136	0.000196078790901453	13.8682922929824	Historical	0	< 0.25	= 0.00
0.029765	0.029765	NODE_1944_length_30132_cov_38.051876:20260	NODE_1944_length_30132_cov_38.051876	20260	20362	138692	158952	0.000320358365894849	3.49436393028136	0.000196078790901453	13.8682922929824	Modern	0.029765	< 0.25	< 0.25
0.014513	0.014513	NODE_1944_length_30132_cov_38.051876:20273	NODE_1944_length_30132_cov_38.051876	20273	20362	138692	158965	0.0473325551609611	1.3248400503101	0.0388144932397815	4.26896816474319	Historical	0	< 0.25	= 0.00
0.014513	0.014513	NODE_1944_length_30132_cov_38.051876:20273	NODE_1944_length_30132_cov_38.051876	20273	20362	138692	158965	0.0473325551609611	1.3248400503101	0.0388144932397815	4.26896816474319	Modern	0.014513	< 0.25	< 0.25
0.028355	0.028355	NODE_1944_length_30132_cov_38.051876:20274	NODE_1944_length_30132_cov_38.051876	20274	20362	138692	158966	0.00035946750358798	3.44434036439187	0.000220698709467834	13.6461046379416	Historical	0	< 0.25	= 0.00
0.028355	0.028355	NODE_1944_length_30132_cov_38.051876:20274	NODE_1944_length_30132_cov_38.051876	20274	20362	138692	158966	0.00035946750358798	3.44434036439187	0.000220698709467834	13.6461046379416	Modern	0.028355	< 0.25	< 0.25
0.015144	0.015144	NODE_1944_length_30132_cov_38.051876:20297	NODE_1944_length_30132_cov_38.051876	20297	20362	138692	158989	0.0303502471843014	1.51783776750994	0.0244848385404217	5.05995749229972	Historical	0	< 0.25	= 0.00
0.015144	0.015144	NODE_1944_length_30132_cov_38.051876:20297	NODE_1944_length_30132_cov_38.051876	20297	20362	138692	158989	0.0303502471843014	1.51783776750994	0.0244848385404217	5.05995749229972	Modern	0.015144	< 0.25	< 0.25
0.029386	0.029386	NODE_1944_length_30132_cov_38.051876:20312	NODE_1944_length_30132_cov_38.051876	20312	20362	138692	159004	0.000128638054246785	3.89063053759652	7.57413044947834e-05	15.6617309150378	Historical	0	< 0.25	= 0.00
0.029386	0.029386	NODE_1944_length_30132_cov_38.051876:20312	NODE_1944_length_30132_cov_38.051876	20312	20362	138692	159004	0.000128638054246785	3.89063053759652	7.57413044947834e-05	15.6617309150378	Modern	0.029386	< 0.25	< 0.25
0.016335	0.016335	NODE_1944_length_30132_cov_38.051876:20315	NODE_1944_length_30132_cov_38.051876	20315	20362	138692	159007	0.0201482525250851	1.69576261461581	0.0158430703616054	5.82020810455364	Historical	0	< 0.25	= 0.00
0.016335	0.016335	NODE_1944_length_30132_cov_38.051876:20315	NODE_1944_length_30132_cov_38.051876	20315	20362	138692	159007	0.0201482525250851	1.69576261461581	0.0158430703616054	5.82020810455364	Modern	0.016335	< 0.25	< 0.25
0.015938	0.015938	NODE_1944_length_30132_cov_38.051876:20318	NODE_1944_length_30132_cov_38.051876	20318	20362	138692	159010	0.0216906707889946	1.66372701712116	0.0171280083200845	5.68320951073048	Historical	0	< 0.25	= 0.00
0.015938	0.015938	NODE_1944_length_30132_cov_38.051876:20318	NODE_1944_length_30132_cov_38.051876	20318	20362	138692	159010	0.0216906707889946	1.66372701712116	0.0171280083200845	5.68320951073048	Modern	0.015938	< 0.25	< 0.25
0.294585	0.294585	NODE_1944_length_30132_cov_38.051876:20345	NODE_1944_length_30132_cov_38.051876	20345	20362	138692	159037	5.02723707595333e-75	74.2986706336996	2.81678050789408e-76	341.630620155163	Historical	0	< 0.25	= 0.00
0.294585	0.294585	NODE_1944_length_30132_cov_38.051876:20345	NODE_1944_length_30132_cov_38.051876	20345	20362	138692	159037	5.02723707595333e-75	74.2986706336996	2.81678050789408e-76	341.630620155163	Modern	0.294585	0.25–0.75	0.25–0.75
0.049552	0.049552	NODE_1944_length_30132_cov_38.051876:20350	NODE_1944_length_30132_cov_38.051876	20350	20362	138692	159042	1.38438570924648e-07	6.8587428924951	6.31059012761927e-08	29.2656065831749	Historical	0	< 0.25	= 0.00
0.049552	0.049552	NODE_1944_length_30132_cov_38.051876:20350	NODE_1944_length_30132_cov_38.051876	20350	20362	138692	159042	1.38438570924648e-07	6.8587428924951	6.31059012761927e-08	29.2656065831749	Modern	0.049552	< 0.25	< 0.25
0.049374	0.049374	NODE_1944_length_30132_cov_38.051876:20352	NODE_1944_length_30132_cov_38.051876	20352	20362	138692	159044	1.60260162295552e-07	6.79517442178451	7.3661840979152e-08	28.9659482978123	Historical	0	< 0.25	= 0.00
0.049374	0.049374	NODE_1944_length_30132_cov_38.051876:20352	NODE_1944_length_30132_cov_38.051876	20352	20362	138692	159044	1.60260162295552e-07	6.79517442178451	7.3661840979152e-08	28.9659482978123	Modern	0.049374	< 0.25	< 0.25
0.016796	0.016796	NODE_1944_length_30132_cov_38.051876:20362	NODE_1944_length_30132_cov_38.051876	20362	20362	138692	159054	0.0442234308561172	1.3543475678613	0.0362018968641719	4.38756898919142	Historical	0	< 0.25	= 0.00
0.016796	0.016796	NODE_1944_length_30132_cov_38.051876:20362	NODE_1944_length_30132_cov_38.051876	20362	20362	138692	159054	0.0442234308561172	1.3543475678613	0.0362018968641719	4.38756898919142	Modern	0.016796	< 0.25	< 0.25
0.044325	0.044325	NODE_1957_length_30034_cov_8.687055:16952	NODE_1957_length_30034_cov_8.687055	16952	16952	173365	190317	4.19860894256969e-06	5.37689457356235	2.16310099842741e-06	22.444445673781	Historical	0	< 0.25	= 0.00
0.044325	0.044325	NODE_1957_length_30034_cov_8.687055:16952	NODE_1957_length_30034_cov_8.687055	16952	16952	173365	190317	4.19860894256969e-06	5.37689457356235	2.16310099842741e-06	22.444445673781	Modern	0.044325	< 0.25	< 0.25
0.103323	0.103323	NODE_1982_length_29947_cov_10.274491:29885	NODE_1982_length_29947_cov_10.274491	29885	29924	208038	237923	6.89859239803063e-40	39.1612395144991	8.38575334233542e-41	178.909420028667	Historical	0	< 0.25	= 0.00
0.103323	0.103323	NODE_1982_length_29947_cov_10.274491:29885	NODE_1982_length_29947_cov_10.274491	29885	29924	208038	237923	6.89859239803063e-40	39.1612395144991	8.38575334233542e-41	178.909420028667	Modern	0.103323	< 0.25	< 0.25
0.018911	0.018911	NODE_1982_length_29947_cov_10.274491:29891	NODE_1982_length_29947_cov_10.274491	29891	29924	208038	237929	1.72028242387916e-05	4.76440024782303	9.36924947858213e-06	19.6358928693975	Historical	0	< 0.25	= 0.00
0.018911	0.018911	NODE_1982_length_29947_cov_10.274491:29891	NODE_1982_length_29947_cov_10.274491	29891	29924	208038	237929	1.72028242387916e-05	4.76440024782303	9.36924947858213e-06	19.6358928693975	Modern	0.018911	< 0.25	< 0.25
0.025662	0.025662	NODE_1982_length_29947_cov_10.274491:29893	NODE_1982_length_29947_cov_10.274491	29893	29924	208038	237931	5.77605766005891e-08	7.23836848002976	2.54245273070969e-08	31.0286680838766	Historical	0	< 0.25	= 0.00
0.025662	0.025662	NODE_1982_length_29947_cov_10.274491:29893	NODE_1982_length_29947_cov_10.274491	29893	29924	208038	237931	5.77605766005891e-08	7.23836848002976	2.54245273070969e-08	31.0286680838766	Modern	0.025662	< 0.25	< 0.25
0.05009	0.05009	NODE_1982_length_29947_cov_10.274491:29914	NODE_1982_length_29947_cov_10.274491	29914	29924	208038	237952	4.27782885161939e-16	15.3687765947725	1.14766063683046e-16	68.6978484936295	Historical	0	< 0.25	= 0.00
0.05009	0.05009	NODE_1982_length_29947_cov_10.274491:29914	NODE_1982_length_29947_cov_10.274491	29914	29924	208038	237952	4.27782885161939e-16	15.3687765947725	1.14766063683046e-16	68.6978484936295	Modern	0.05009	< 0.25	< 0.25
0.012971	0.012971	NODE_1982_length_29947_cov_10.274491:29924	NODE_1982_length_29947_cov_10.274491	29924	29924	208038	237962	0.00468185645597394	2.32958190574706	0.00325907006859345	8.65644227411499	Historical	0	< 0.25	= 0.00
0.012971	0.012971	NODE_1982_length_29947_cov_10.274491:29924	NODE_1982_length_29947_cov_10.274491	29924	29924	208038	237962	0.00468185645597394	2.32958190574706	0.00325907006859345	8.65644227411499	Modern	0.012971	< 0.25	< 0.25
0.01388	0.01388	NODE_1991_length_29901_cov_10.539762:153	NODE_1991_length_29901_cov_10.539762	153	462	0	153	0.0184328278918503	1.73440803192074	0.0144241692145154	5.98547358872633	Historical	0	< 0.25	= 0.00
0.01388	0.01388	NODE_1991_length_29901_cov_10.539762:153	NODE_1991_length_29901_cov_10.539762	153	462	0	153	0.0184328278918503	1.73440803192074	0.0144241692145154	5.98547358872633	Modern	0.01388	< 0.25	< 0.25
0.039889	0.039889	NODE_1991_length_29901_cov_10.539762:172	NODE_1991_length_29901_cov_10.539762	172	462	0	172	1.17470685917877e-08	7.93007049537046	4.94202410841591e-09	34.2121184299091	Historical	0	< 0.25	= 0.00
0.039889	0.039889	NODE_1991_length_29901_cov_10.539762:172	NODE_1991_length_29901_cov_10.539762	172	462	0	172	1.17470685917877e-08	7.93007049537046	4.94202410841591e-09	34.2121184299091	Modern	0.039889	< 0.25	< 0.25
0.234289	0.234289	NODE_1991_length_29901_cov_10.539762:189	NODE_1991_length_29901_cov_10.539762	189	462	0	189	9.33030059621143e-76	75.0301043642736	5.09489348795971e-77	345.040626914897	Historical	0	< 0.25	= 0.00
0.234289	0.234289	NODE_1991_length_29901_cov_10.539762:189	NODE_1991_length_29901_cov_10.539762	189	462	0	189	9.33030059621143e-76	75.0301043642736	5.09489348795971e-77	345.040626914897	Modern	0.234289	< 0.25	< 0.25
0.013521	0.013521	NODE_1991_length_29901_cov_10.539762:195	NODE_1991_length_29901_cov_10.539762	195	462	0	195	0.0102619470932215	1.98877022873552	0.00766478764370247	7.11016915907731	Historical	0	< 0.25	= 0.00
0.013521	0.013521	NODE_1991_length_29901_cov_10.539762:195	NODE_1991_length_29901_cov_10.539762	195	462	0	195	0.0102619470932215	1.98877022873552	0.00766478764370247	7.11016915907731	Modern	0.013521	< 0.25	< 0.25
0.111028	0.111028	NODE_1991_length_29901_cov_10.539762:199	NODE_1991_length_29901_cov_10.539762	199	462	0	199	0.681711163106185	0.166399594316458	0.599491488163653	0.275763532770086	Historical	0.5	0.25–0.75	0.25–0.75
0.111028	0.111028	NODE_1991_length_29901_cov_10.539762:199	NODE_1991_length_29901_cov_10.539762	199	462	0	199	0.681711163106185	0.166399594316458	0.599491488163653	0.275763532770086	Modern	0.611028	0.25–0.75	0.25–0.75
0.08451	0.08451	NODE_1991_length_29901_cov_10.539762:204	NODE_1991_length_29901_cov_10.539762	204	462	0	204	0.703926014667996	0.152472984479961	0.619817005521011	0.246124849026634	Historical	0.203467	< 0.25	< 0.25
0.08451	0.08451	NODE_1991_length_29901_cov_10.539762:204	NODE_1991_length_29901_cov_10.539762	204	462	0	204	0.703926014667996	0.152472984479961	0.619817005521011	0.246124849026634	Modern	0.287977	0.25–0.75	0.25–0.75
0.015506	0.015506	NODE_1991_length_29901_cov_10.539762:416	NODE_1991_length_29901_cov_10.539762	416	462	0	416	0.0186705316163186	1.72884331596915	0.0146367747856325	5.95967068607585	Historical	0	< 0.25	= 0.00
0.015506	0.015506	NODE_1991_length_29901_cov_10.539762:416	NODE_1991_length_29901_cov_10.539762	416	462	0	416	0.0186705316163186	1.72884331596915	0.0146367747856325	5.95967068607585	Modern	0.015506	< 0.25	< 0.25
0.030944	0.030944	NODE_1991_length_29901_cov_10.539762:422	NODE_1991_length_29901_cov_10.539762	422	462	0	422	8.18881445923716e-05	4.08677896894534	4.71265105631312e-05	16.5603323830352	Historical	0	< 0.25	= 0.00
0.030944	0.030944	NODE_1991_length_29901_cov_10.539762:422	NODE_1991_length_29901_cov_10.539762	422	462	0	422	8.18881445923716e-05	4.08677896894534	4.71265105631312e-05	16.5603323830352	Modern	0.030944	< 0.25	< 0.25
0.030524	0.030524	NODE_1991_length_29901_cov_10.539762:425	NODE_1991_length_29901_cov_10.539762	425	462	0	425	9.99584054005024e-05	4.00018068062969	5.80954834806339e-05	16.1637441081131	Historical	0	< 0.25	= 0.00
0.030524	0.030524	NODE_1991_length_29901_cov_10.539762:425	NODE_1991_length_29901_cov_10.539762	425	462	0	425	9.99584054005024e-05	4.00018068062969	5.80954834806339e-05	16.1637441081131	Modern	0.030524	< 0.25	< 0.25
0.214248	0.214248	NODE_1991_length_29901_cov_10.539762:432	NODE_1991_length_29901_cov_10.539762	432	462	0	432	0.0370823017043238	1.43083331696382	0.0301095612129125	4.7030259746598	Historical	0.056378	< 0.25	< 0.25
0.214248	0.214248	NODE_1991_length_29901_cov_10.539762:432	NODE_1991_length_29901_cov_10.539762	432	462	0	432	0.0370823017043238	1.43083331696382	0.0301095612129125	4.7030259746598	Modern	0.270626	0.25–0.75	0.25–0.75
0.0624	0.0624	NODE_1991_length_29901_cov_10.539762:433	NODE_1991_length_29901_cov_10.539762	433	462	0	433	3.17930408657054e-10	9.49766793172544	1.17148146779617e-10	41.5120245134977	Historical	0	< 0.25	= 0.00
0.0624	0.0624	NODE_1991_length_29901_cov_10.539762:433	NODE_1991_length_29901_cov_10.539762	433	462	0	433	3.17930408657054e-10	9.49766793172544	1.17148146779617e-10	41.5120245134977	Modern	0.0624	< 0.25	< 0.25
0.047972	0.047972	NODE_1991_length_29901_cov_10.539762:441	NODE_1991_length_29901_cov_10.539762	441	462	0	441	1.89206111482216e-07	6.7230648397094	8.75055805240638e-08	28.6324028883494	Historical	0	< 0.25	= 0.00
0.047972	0.047972	NODE_1991_length_29901_cov_10.539762:441	NODE_1991_length_29901_cov_10.539762	441	462	0	441	1.89206111482216e-07	6.7230648397094	8.75055805240638e-08	28.6324028883494	Modern	0.047972	< 0.25	< 0.25
0	0	NODE_1991_length_29901_cov_10.539762:449	NODE_1991_length_29901_cov_10.539762	449	462	0	449	0.999165688808028	0.000362487981788934	0.979318498494322	0.000672018593322957	Historical	0	< 0.25	= 0.00
0	0	NODE_1991_length_29901_cov_10.539762:449	NODE_1991_length_29901_cov_10.539762	449	462	0	449	0.999165688808028	0.000362487981788934	0.979318498494322	0.000672018593322957	Modern	0	< 0.25	= 0.00
0.057947	0.057947	NODE_1991_length_29901_cov_10.539762:462	NODE_1991_length_29901_cov_10.539762	462	462	0	462	5.50682229939475e-08	7.25909893761668	2.41609867266892e-08	31.127612615147	Historical	0	< 0.25	= 0.00
0.057947	0.057947	NODE_1991_length_29901_cov_10.539762:462	NODE_1991_length_29901_cov_10.539762	462	462	0	462	5.50682229939475e-08	7.25909893761668	2.41609867266892e-08	31.127612615147	Modern	0.057947	< 0.25	< 0.25
0.013734	0.013734	NODE_203_length_63137_cov_13.353945:3903	NODE_203_length_63137_cov_13.353945	3903	4056	27823	31726	0.0160063205458298	1.79570849008537	0.0123885576874181	6.2543946356876	Historical	0	< 0.25	= 0.00
0.013734	0.013734	NODE_203_length_63137_cov_13.353945:3903	NODE_203_length_63137_cov_13.353945	3903	4056	27823	31726	0.0160063205458298	1.79570849008537	0.0123885576874181	6.2543946356876	Modern	0.013734	< 0.25	< 0.25
0.117101	0.117101	NODE_203_length_63137_cov_13.353945:3913	NODE_203_length_63137_cov_13.353945	3913	4056	27823	31736	1.15223680573497e-42	41.9384582562816	1.31856158680973e-43	191.751156377483	Historical	0	< 0.25	= 0.00
0.117101	0.117101	NODE_203_length_63137_cov_13.353945:3913	NODE_203_length_63137_cov_13.353945	3913	4056	27823	31736	1.15223680573497e-42	41.9384582562816	1.31856158680973e-43	191.751156377483	Modern	0.117101	< 0.25	< 0.25
0.014034	0.014034	NODE_203_length_63137_cov_13.353945:3977	NODE_203_length_63137_cov_13.353945	3977	4056	27823	31800	5.46151155363901e-07	6.26268714327443	2.61924343265689e-07	26.5118656714144	Historical	0	< 0.25	= 0.00
0.014034	0.014034	NODE_203_length_63137_cov_13.353945:3977	NODE_203_length_63137_cov_13.353945	3977	4056	27823	31800	5.46151155363901e-07	6.26268714327443	2.61924343265689e-07	26.5118656714144	Modern	0.014034	< 0.25	< 0.25
